Name,Image Link,Movie Watch link,Description,IMDB Ratings,Rotten Tomatoes Ratings,cast,Timeline,Categories,Language
FEAR PHARM,https://cdn.themovieseries.net/cover/fear-pharm.png,https://vidcloud9.com/streaming.php?id=MzI4ODAy&title=Fear+PHarm&typesub=SUB&sub=&cover=Y292ZXIvZmVhci1waGFybS5wbmc=,Four people enter a corn maze for Halloween and are picked off one by one by the twisted family who own the scare attraction.                    , 4.4/10  (87) ,,cast :,timeline : ,categories :,English
THE LAST LAUGH 2020,https://cdn.themovieseries.net/cover/the-last-laugh-2020.png,https://vidcloud9.com/streaming.php?id=MzI4ODAx&title=The+Last+Laugh+%282020%29&typesub=SUB&sub=&cover=Y292ZXIvdGhlLWxhc3QtbGF1Z2gtMjAyMC5wbmc=,A stand-up comedian on the verge of breakout success must make a terrible choice when he discovers a murderer on the loose in the theater where hes about to perform his biggest show.                    , 3.2/10  (32) , 53%  (15) ,cast :,timeline : ,categories :,English
EVIL TAKES ROOT,https://cdn.themovieseries.net/cover/evil-takes-root.png,https://vidcloud9.com/streaming.php?id=MzI4ODAw&title=Evil+Takes+Root&typesub=SUB&sub=&cover=Y292ZXIvZXZpbC10YWtlcy1yb290LnBuZw==,A paranormal investigator arrives in a sleepy Midwest town to investigate the mysterious loss of his old lover and reconcile sins of the past. He discovers she fell victim to the Batibatcoma% ...                    , 4.9/10  (67) ,,cast :,timeline : ,categories :,English
THE CONJURING THE DEVIL MADE ME DO IT ,https://cdn.themovieseries.net/cover/the-conjuring-the-devil-made-me-do-it.png,https://vidcloud9.com/streaming.php?id=MzI4Nzk5&title=The+Conjuring%3A+The+Devil+Made+Me+Do+It+&typesub=SUB&sub=&cover=Y292ZXIvdGhlLWNvbmp1cmluZy10aGUtZGV2aWwtbWFkZS1tZS1kby1pdC5wbmc=,Plot unknown. Third installment of the Conjuring franchise.                    ,,,cast :,timeline : ,categories :,English
WELCOME TO THE CIRCLE,https://cdn.themovieseries.net/cover/welcome-to-the-circle.png,https://vidcloud9.com/streaming.php?id=MzI4Nzg1&title=Welcome+to+the+Circle&typesub=SUB&sub=&cover=Y292ZXIvd2VsY29tZS10by10aGUtY2lyY2xlLnBuZw==,A random bear attack during a family camping trip leaves Greg (father) and Samantha (daughter) trapped by demon worshiping cult known as The Circle. Unbeknownst to all is that there's an infiltrator in the cults ranks. She is communication with a former member on the outside named Grady. Grady's plan is to lead a small group of rescuers into the heart of The Circle. But will they get there in time to save Gregcoma% Samanthacoma% and others from the demon known as Percy Stephens?                    , 3.7/10  (45) , 15%  (142) ,cast :,timeline : ,categories :,English
INTOLERANCE NO MORE,https://cdn.themovieseries.net/cover/intolerance-no-more.png,https://vidcloud9.com/streaming.php?id=MzI4Nzg0&title=Intolerance%3A+No+More&typesub=SUB&sub=L2ludG9sZXJhbmNlLW5vLW1vcmUvaW50b2xlcmFuY2Utbm8tbW9yZS52dHQ=&cover=Y292ZXIvaW50b2xlcmFuY2Utbm8tbW9yZS5wbmc=,An African American woman has an encounter with a white police officer that leaves him dead. The world watches a media circus real-time hunt for her and the truth.                    , 3/10  (62) , 99%  (15) ,cast :,timeline : ,categories :,English
INTERSECT,https://cdn.themovieseries.net/cover/intersect.png,https://vidcloud9.com/streaming.php?id=MzI4Nzgz&title=Intersect&typesub=SUB&sub=L2ludGVyc2VjdC9pbnRlcnNlY3QudnR0&cover=Y292ZXIvaW50ZXJzZWN0LnBuZw==,A group of young Miskatonic University scientists invent a time machinecoma% only to learn that they are being manipulated by mysteriouscoma% unseen forces from another dimension.                    , 3.3/10  (160) ,,cast :,timeline : ,categories :,English
CATS  DOGS 3 PAWS UNITE,https://cdn.themovieseries.net/cover/cats-dogs-3-paws-unite.png,https://vidcloud9.com/streaming.php?id=MzI4Nzgy&title=Cats+%26+Dogs+3%3A+Paws+Unite&typesub=SUB&sub=L2NhdHMtZG9ncy0zLXBhd3MtdW5pdGUvY2F0cy1kb2dzLTMtcGF3cy11bml0ZS52dHQ=&cover=Y292ZXIvY2F0cy1kb2dzLTMtcGF3cy11bml0ZS5wbmc=,Gwen the Cat and Roger the Dog are secret agents who covertly protect and save the world without humans ever finding out. Their partnership is due to the Great Trucecoma% which has stopped dog and cat hostility for a decade. But the long-standing peace is threatened when a supervillain parrot discovers a way to manipulate wireless frequencies that only dogs and cats can hear. Will the heroes be able to stop the foul fowlcoma% or will he cause a cat-a-strophe between the species?                    , 4.3/10  (45) ,,cast :,timeline : ,categories :,English
BOBOIBOY MOVIE 2,https://cdn.themovieseries.net/cover/boboiboy-movie-2.png,https://vidcloud9.com/streaming.php?id=MzI4NzQ4&title=BoBoiBoy+Movie+2&typesub=SUB&sub=&cover=Y292ZXIvYm9ib2lib3ktbW92aWUtMi5wbmc=,
, 6.8/10  (407) ,,cast :,timeline : ,categories :,English
SINFIDELITY,https://cdn.themovieseries.net/cover/sinfidelity.png,https://vidcloud9.com/streaming.php?id=MzI4NzQ2&title=Sinfidelity&typesub=SUB&sub=&cover=Y292ZXIvc2luZmlkZWxpdHkucG5n,A one night stand turns into a living nightmare when a married woman becomes the target of an obsessive and murderous stalker.                    , 5.4/10  (18) ,,cast :,timeline : ,categories :,English
VAMPIRE VIRUS,https://cdn.themovieseries.net/cover/vampire-virus.png,https://vidcloud9.com/streaming.php?id=MzI4NzQ0&title=Vampire+Virus&typesub=SUB&sub=&cover=Y292ZXIvdmFtcGlyZS12aXJ1cy5wbmc=,A young woman contracts a deadly virus after an unusual sexual encountercoma% and soon develops a taste for human blood.                    , 3/10  (54) ,,cast :,timeline : ,categories :,English
CHOIR GIRL,https://cdn.themovieseries.net/cover/choir-girl.png,https://vidcloud9.com/streaming.php?id=MzI4NzQz&title=Choir+Girl&typesub=SUB&sub=&cover=Y292ZXIvY2hvaXItZ2lybC5wbmc=,Eugenecoma% a lonely photographercoma% becomes fixated on a young street prostitutecoma% Josephinecoma% in his rundown neighborhood. She becomes his muse and his photographs could be a way out for both of them - yet is Eugene saving Josephine or is he using her?                    , 4.5/10  (26) ,,cast :,timeline : ,categories :,English
PETS UNITED,https://cdn.themovieseries.net/cover/pets-united.png,https://vidcloud9.com/streaming.php?id=MzI4NzQy&title=Pets+United&typesub=SUB&sub=&cover=Y292ZXIvcGV0cy11bml0ZWQucG5n,A group of spoiltcoma% selfish pets led by glamour cat Belle are stranded in their luxury hangout 'Pampered Petscoma%' when the machines that run Robo Citycoma% the hypermodern metropolis that they live incoma% go wild and take over.                    , 3.4/10  (455) ,,cast :,timeline : ,categories :,English
MAX RICHTERS SLEEP,https://cdn.themovieseries.net/cover/max-richters-sleep.png,https://vidcloud9.com/streaming.php?id=MzI4NzQx&title=Max+Richter%27s+Sleep&typesub=SUB&sub=&cover=Y292ZXIvbWF4LXJpY2h0ZXJzLXNsZWVwLnBuZw==,This is a film for these frenetic times; a meditative respite from the rush and chaos of the modern world. A study of the universal experience of sleepcoma% that unites us all.                    , 7.2/10  (81) , 100%  (6) ,cast :,timeline : ,categories :,English
SUPER MONSTERS THE NEW CLASS,https://cdn.themovieseries.net/cover/super-monsters-the-new-class.png,https://vidcloud9.com/streaming.php?id=MzI4Njg5&title=Super+Monsters%3A+The+New+Class&typesub=SUB&sub=&cover=Y292ZXIvc3VwZXItbW9uc3RlcnMtdGhlLW5ldy1jbGFzcy5wbmc=,A new class of pint-sized preschoolers arrives at Pitchfork Pinescoma% and the Super Monsters take their superpowers to the next level - the Purple Room.                    , 5.5/10  (12) ,,cast :,timeline : ,categories :,English
CULT GIRLS,https://cdn.themovieseries.net/cover/cult-girls.png,https://vidcloud9.com/streaming.php?id=MzI4Njg4&title=Cult+Girls&typesub=SUB&sub=&cover=Y292ZXIvY3VsdC1naXJscy5wbmc=,Dalia and her two young sisters grow up in a pagan apocalyptic cult led by an ancient Baltic goddess of death and reincarnation. On the night of an important cult ritualcoma% a police raid ...                    , 3.3/10  (66) ,,cast :,timeline : ,categories :,English
DAU DEGENERATSIYA,https://cdn.themovieseries.net/cover/dau-degeneratsiya.png,https://vidcloud9.com/streaming.php?id=MzI4NjY0&title=DAU.+Degeneratsiya&typesub=SUB&sub=&cover=Y292ZXIvZGF1LWRlZ2VuZXJhdHNpeWEucG5n,A secret Soviet Institute conducts scientific and occult experiments on animals and human beings to create the perfect person. Azhippocoma% KGB general and his aides turn a blind eye to erotic ...                    , 6.4/10  (278) ,,cast :,timeline : ,categories :,English
COASTAL ELITES,https://cdn.themovieseries.net/cover/coastal-elites.png,https://vidcloud9.com/streaming.php?id=MzI4NjYz&title=Coastal+Elites&typesub=SUB&sub=&cover=Y292ZXIvY29hc3RhbC1lbGl0ZXMucG5n,Five characters make confessions under quarantine that touch on their lives during the 2020 pandemic and living in a world of deeply divided politics.                    ,, 69%  (13) ,cast :,timeline : ,categories :,English
CATWALK FROM GLADA HUDIK TO NEW YORK,https://cdn.themovieseries.net/cover/catwalk-from-glada-hudik-to-new-york.png,https://vidcloud9.com/streaming.php?id=MzI4NjQ2&title=Catwalk%3A+From+Glada+Hudik+to+New+York&typesub=SUB&sub=&cover=Y292ZXIvY2F0d2Fsay1mcm9tLWdsYWRhLWh1ZGlrLXRvLW5ldy15b3JrLnBuZw==,Emma wants to become a fashion model and ask Pär Johansson and the Glada Hudik-theatre for help. An unattainable dream for mostcoma% especially if you have a disability. Together with a group of unusual models they begin a bewildering journey.                    , 7.5/10  (151) ,,cast :,timeline : ,categories :,English
PARANORMAL ATTRACTION,https://cdn.themovieseries.net/cover/paranormal-attraction.png,https://vidcloud9.com/streaming.php?id=MzI4NjQ0&title=Paranormal+Attraction&typesub=SUB&sub=&cover=Y292ZXIvcGFyYW5vcm1hbC1hdHRyYWN0aW9uLnBuZw==,
, 2.7/10  (105) ,,cast :,timeline : ,categories :,English
ARCHAON THE HALLOWEEN SUMMONING,https://cdn.themovieseries.net/cover/archaon-the-halloween-summoning.png,https://vidcloud9.com/streaming.php?id=MzI4NjQz&title=Archaon%3A+The+Halloween+Summoning&typesub=SUB&sub=&cover=Y292ZXIvYXJjaGFvbi10aGUtaGFsbG93ZWVuLXN1bW1vbmluZy5wbmc=,Four college students take possession of a 15th-century Celtic artifact and resurrect the legend of Archaon. Haunting those who dare summon the evil spirit by putting on the maskcoma% one by one they are tormented in the realm of in-between.                    , 2.8/10  (41) ,,cast :,timeline : ,categories :,English
RENT-A-PAL,https://cdn.themovieseries.net/cover/rent-a-pal.png,https://vidcloud9.com/streaming.php?id=MzI4NjE3&title=Rent-A-Pal&typesub=SUB&sub=L3JlbnQtYS1wYWwvcmVudC1hLXBhbC52dHQ=&cover=Y292ZXIvcmVudC1hLXBhbC5wbmc=,Set in 1990coma% a lonely bachelor named David (Brian Landis Folkins) searches for an escape from the day-to-day drudgery of caring for his aging mother (Kathleen Brady). While seeking a ...                    , 5.8/10  (305) , 66%  (41) ,cast :,timeline : ,categories :,English
I MET A GIRL,https://cdn.themovieseries.net/cover/i-met-a-girl.png,https://vidcloud9.com/streaming.php?id=MzI4NjE2&title=I+Met+a+Girl&typesub=SUB&sub=L2ktbWV0LWEtZ2lybC9pLW1ldC1hLWdpcmwudnR0&cover=Y292ZXIvaS1tZXQtYS1naXJsLnBuZw==,An aspiring musician embarks on an epiccoma% cross-country journey to find the woman of his dreams - who may be all in his head.                    , 5.8/10  (166) ,,cast :,timeline : ,categories :,English
APEX THE SECRET RACE ACROSS AMERICA,https://cdn.themovieseries.net/cover/apex-the-secret-race-across-america.png,https://vidcloud9.com/streaming.php?id=MzI4NjAx&title=APEX%3A+The+Secret+Race+Across+America&typesub=SUB&sub=&cover=Y292ZXIvYXBleC10aGUtc2VjcmV0LXJhY2UtYWNyb3NzLWFtZXJpY2EucG5n,APEX: The Secret Race Across America is a documentary film that takes viewers on a fast-paced ride through the illegalcoma% underground world of U.S. transcontinental racing. How fast can you drive cross-country?                    , 6.8/10  (152) ,,cast :,timeline : ,categories :,English
BLACK BOYS,https://cdn.themovieseries.net/cover/black-boys.png,https://vidcloud9.com/streaming.php?id=MzI4NjAw&title=Black+Boys&typesub=SUB&sub=&cover=Y292ZXIvYmxhY2stYm95cy5wbmc=,BLACK BOYS illuminates the spectrum of black male humanity in America. An intimatecoma% inter-generational explorationcoma% BLACK BOYS strives for insight to black identity and opportunity at the nexus of sportscoma% education and criminal justice.                    , 3.6/10  (107) ,,cast :,timeline : ,categories :,English
SURGE,https://cdn.themovieseries.net/cover/surge.png,https://vidcloud9.com/streaming.php?id=MzI4NTk5&title=Surge&typesub=SUB&sub=&cover=Y292ZXIvc3VyZ2UucG5n,Is this a moment or is it a movement? SURGE tells the story of this extraordinary timecoma% when an unprecedented number of first-time female candidates rancoma% woncoma% and upended conventional politics in 2018.                    , 6.1/10  (114) , 45%  (11) ,cast :,timeline : ,categories :,English
DAD WANTED,https://cdn.themovieseries.net/cover/dad-wanted.png,https://vidcloud9.com/streaming.php?id=MzI4NTk4&title=Dad+Wanted&typesub=SUB&sub=&cover=Y292ZXIvZGFkLXdhbnRlZC5wbmc=,Blanca's mom stopped letting her ride her BMX bike after her dad died in an accident. Socoma% after reading about a BMX contest happening sooncoma% she tries to enter it without her mom's knowledge. The only problem? A parent needs to sign her in.                    , 5.9/10  (306) ,,cast :,timeline : ,categories :,English
WHITE SNAKE ,https://cdn.themovieseries.net/cover/white-snake.png,https://vidcloud9.com/streaming.php?id=MzI4NTY0&title=White+Snake+&typesub=SUB&sub=L3doaXRlLXNuYWtlL3doaXRlLXNuYWtlLnZ0dA==&cover=Y292ZXIvd2hpdGUtc25ha2UucG5n,A love story between a snake spirit and a snake hunter.                    ,, 68%  (22) ,cast :,timeline : ,categories :,English
MONSTER SCHOOL,https://cdn.themovieseries.net/cover/monster-school.png,https://vidcloud9.com/streaming.php?id=MzI4NTQw&title=Monster+School&typesub=SUB&sub=&cover=Y292ZXIvbW9uc3Rlci1zY2hvb2wucG5n,Monster School is a "special place" where disruptive children are sent when they no longer fit in with their peers or society. They are labeled Freakscoma% Nerds or Geeks and are bullied causing them to act out. Monster School is the safe haven parents t...                    ,,,cast :,timeline : ,categories :,English
THE BABYSITTER KILLER QUEEN,https://cdn.themovieseries.net/cover/the-babysitter-killer-queen.png,https://vidcloud9.com/streaming.php?id=MzI4NTM5&title=The+Babysitter%3A+Killer+Queen&typesub=SUB&sub=L3RoZS1iYWJ5c2l0dGVyLWtpbGxlci1xdWVlbi90aGUtYmFieXNpdHRlci1raWxsZXItcXVlZW4udnR0&cover=Y292ZXIvdGhlLWJhYnlzaXR0ZXIta2lsbGVyLXF1ZWVuLnBuZw==,Two years after Cole survived a satanic blood cultcoma% hes living another nightmare: high school. And the demons from his past? Still making his life hell.                    , 6/10  (10571) , 41%  (29) ,cast :,timeline : ,categories :,English
UNPREGNANT,https://cdn.themovieseries.net/cover/unpregnant.png,https://vidcloud9.com/streaming.php?id=MzI4NTM4&title=Unpregnant&typesub=SUB&sub=&cover=Y292ZXIvdW5wcmVnbmFudC5wbmc=,A 17-year old Missouri teen named Veronica discovers she has gotten pregnantcoma% a development that threatens to end her dreams of matriculating at an Ivy League collegecoma% and the career that will follow.                    , 6.1/10  (1131) , 87%  (31) ,cast :,timeline : ,categories :,English
THE IMMORTAL,https://cdn.themovieseries.net/cover/the-immortal.png,https://vidcloud9.com/streaming.php?id=MzI4NTM3&title=The+Immortal&typesub=SUB&sub=&cover=Y292ZXIvdGhlLWltbW9ydGFsLnBuZw==,Ciros body is slowly sinking in the Gulf of Naples. As he plunges into darknesscoma% memories emerge.                    , 6.3/10  (2748) , 45%  (131) ,cast :,timeline : ,categories :,English
KISS ME AT THE STROKE OF MIDNIGHT,https://cdn.themovieseries.net/cover/kiss-me-at-the-stroke-of-midnight.png,https://vidcloud9.com/streaming.php?id=MzI4NTM2&title=Kiss+Me+at+the+Stroke+of+Midnight&typesub=SUB&sub=L2tpc3MtbWUtYXQtdGhlLXN0cm9rZS1vZi1taWRuaWdodC9raXNzLW1lLWF0LXRoZS1zdHJva2Utb2YtbWlkbmlnaHQudnR0&cover=Y292ZXIva2lzcy1tZS1hdC10aGUtc3Ryb2tlLW9mLW1pZG5pZ2h0LnBuZw==,A stern young girl who yearns for romancecoma% finds herself involved with a celebrity whose image reveals a hidden persona.                    , 5.8/10  (63) ,,cast :,timeline : ,categories :,English
LASSIE COME HOME ,https://cdn.themovieseries.net/cover/lassie-come-home.png,https://vidcloud9.com/streaming.php?id=MzI4NTM1&title=Lassie+Come+Home+&typesub=SUB&sub=L2xhc3NpZS1jb21lLWhvbWUvbGFzc2llLWNvbWUtaG9tZS52dHQ=&cover=Y292ZXIvbGFzc2llLWNvbWUtaG9tZS5wbmc=,Remake of the 1943 movie based on Eric Knights book "Lassie Come Home".                    , 5.9/10  (100) , 94%  (16) ,cast :,timeline : ,categories :,English
SO MUCH LOVE TO GIVE,https://cdn.themovieseries.net/cover/so-much-love-to-give.png,https://vidcloud9.com/streaming.php?id=MzI4NTM0&title=So+Much+Love+to+Give&typesub=SUB&sub=&cover=Y292ZXIvc28tbXVjaC1sb3ZlLXRvLWdpdmUucG5n,Fernando is a family man - equally committed to each of his two families. But one wrong turn brings them crashing together.                    ,,,cast :,timeline : ,categories :,English
THE SOCIAL DILEMMA ,https://cdn.themovieseries.net/cover/the-social-dilemma.png,https://vidcloud9.com/streaming.php?id=MzI4NTMz&title=The+Social+Dilemma+&typesub=SUB&sub=&cover=Y292ZXIvdGhlLXNvY2lhbC1kaWxlbW1hLnBuZw==,Explores the dangerous human impact of social networkingcoma% with tech experts sounding the alarm on their own creations.                    , 8/10  (10963) , 90%  (40) ,cast :,timeline : ,categories :,English
MIGNONNES,https://cdn.themovieseries.net/cover/mignonnes.png,https://vidcloud9.com/streaming.php?id=MzI4NDU3&title=Mignonnes&typesub=SUB&sub=L21pZ25vbm5lcy9taWdub25uZXMudnR0&cover=Y292ZXIvbWlnbm9ubmVzLnBuZw==,Amycoma% an 11-year-old girlcoma% joins a group of dancers named "the cuties" at schoolcoma% and rapidly grows aware of her burgeoning femininity - upsetting her mother and her values in the process.                    ,, 89%  (56) ,cast :,timeline : ,categories :,English
ANTIGONE,https://cdn.themovieseries.net/cover/antigone.png,https://vidcloud9.com/streaming.php?id=MzI4NDU2&title=Antigone&typesub=SUB&sub=&cover=Y292ZXIvYW50aWdvbmUucG5n,A modern adaptation of the classic Greek tragedy which falls within a social realism. To the law of mencoma% the young Antigone apposes her own sets of values.                    , 7.5/10  (755) , 92%  (13) ,cast :,timeline : ,categories :,English
RANGE RUNNERS,https://cdn.themovieseries.net/cover/range-runners.png,https://vidcloud9.com/streaming.php?id=MzI4Mzk2&title=Range+Runners&typesub=SUB&sub=&cover=Y292ZXIvcmFuZ2UtcnVubmVycy5wbmc=,A woman thru-hiking an isolated trail runs into trouble when her pack is hijacked by two men hiding out in the woodscoma% desperate and on the run. Nowcoma% stranded and left to fend for herselfcoma% ...                    , 3.7/10  (117) ,,cast :,timeline : ,categories :,English
EVIL UNDER THE SKIN,https://cdn.themovieseries.net/cover/evil-under-the-skin.png,https://vidcloud9.com/streaming.php?id=MzI4Mzkw&title=Evil+Under+the+Skin&typesub=SUB&sub=&cover=Y292ZXIvZXZpbC11bmRlci10aGUtc2tpbi5wbmc=,A mother and daughter head off for a secluded weekend to reconnect little do they know the sordid past of the home there staying in or the strangeness it attracts as they descend into madness.                    , 4.7/10  (91) , 85%  (249) ,cast :,timeline : ,categories :,English
CARGO 2020,https://cdn.themovieseries.net/cover/cargo-2020.png,https://vidcloud9.com/streaming.php?id=MzI4Mzg5&title=Cargo+%282020%29&typesub=SUB&sub=&cover=Y292ZXIvY2FyZ28tMjAyMC5wbmc=,A young female astronautcoma% who joins a reclusive astronaut aboard a spaceshipcoma% struggles with her job as she interacts with mysterious Cargos that appear on the ship.                    , 5.8/10  (1475) , 33%  (6) ,cast :,timeline : ,categories :,English
INDIGO VALLEY,https://cdn.themovieseries.net/cover/indigo-valley.png,https://vidcloud9.com/streaming.php?id=MzI4MzY5&title=Indigo+Valley&typesub=SUB&sub=&cover=Y292ZXIvaW5kaWdvLXZhbGxleS5wbmc=,Indigo Valley is the story of estranged sisters Louise and Isabella. When Isabella unexpectedly joins Louise and her new husband John on their honeymoon through the wildernesscoma% tensions arise and secrets between all three begin to surface in unpredictable and dangerous ways.                    , 6.4/10  (86) ,,cast :,timeline : ,categories :,English
CORIOLANUS 2019,https://cdn.themovieseries.net/cover/coriolanus-2019.png,https://vidcloud9.com/streaming.php?id=MzI4MzY4&title=Coriolanus+%282019%29&typesub=SUB&sub=L2NvcmlvbGFudXMtMjAxOS9jb3Jpb2xhbnVzLTIwMTkudnR0&cover=Y292ZXIvY29yaW9sYW51cy0yMDE5LnBuZw==,Roman War hero Martiuscoma% alias Coriolanuscoma% is named consulcoma% Romes highest public office. But the warrior is no politician - and he faces unaccustomed enemies who fan the flames of populism against himcoma% with catastrophic results.                    , 3.6/10  (105) , 92%  (153) ,cast :,timeline : ,categories :,English
THE GARDEN LEFT BEHIND,https://cdn.themovieseries.net/cover/the-garden-left-behind.png,https://vidcloud9.com/streaming.php?id=MzI4MzY3&title=The+Garden+Left+Behind&typesub=SUB&sub=&cover=Y292ZXIvdGhlLWdhcmRlbi1sZWZ0LWJlaGluZC5wbmc=,The 2019 SXSW Audience Award-winning feature film debut by Flavio Alves is a story about a young Mexican trans woman and her grandmother who navigate life as undocumented immigrants in New York City.                    , 5.7/10  (348) , 92%  (61) ,cast :,timeline : ,categories :,English
UP ON THE GLASS,https://cdn.themovieseries.net/cover/up-on-the-glass.png,https://vidcloud9.com/streaming.php?id=MzI4MzY2&title=Up+on+the+Glass&typesub=SUB&sub=&cover=Y292ZXIvdXAtb24tdGhlLWdsYXNzLnBuZw==,A wanderer named Jack DiMercurio secretly desires the life and wife of his more affluent friendcoma% Andy Shelton. Past tensions resurface between the two men during an informal reunion at ...                     , 4.7/10  (62) , 33%  (6) ,cast :,timeline : ,categories :,English
FIRST ONE IN,https://cdn.themovieseries.net/cover/first-one-in.png,https://vidcloud9.com/streaming.php?id=MzI4MzUy&title=First+One+In&typesub=SUB&sub=&cover=Y292ZXIvZmlyc3Qtb25lLWluLnBuZw==,Thrown off a popular reality show in disgracecoma% unemployed real estate agent Madi Cooke (Kat Foster)coma% teams with a group of misfit tennis players in a do-or-die match against Bobbi Mason (Georgia King)--an overachievingcoma% tightly woundcoma% real estate shark--and her tennis-playing minions.                    , 6.3/10  (15) , 86%  (442) ,cast :,timeline : ,categories :,English
ROBINS WISH ,https://cdn.themovieseries.net/cover/the-heights-au-season-2.png,https://vidcloud9.com/streaming.php?id=MzI4MzUx&title=Robin%27s+Wish+&typesub=SUB&sub=&cover=Y292ZXIvcm9iaW5zLXdpc2gucG5n,An intimate portrait of Robin Williams and his invulnerable spiritcoma% Robin's Wish is the story of what really happened to one of the greatest entertainers of all time - and what his mind was fighting.                    , 7.5/10  (332) , 88%  (40) ,cast :,timeline : ,categories :,English
